Date,facility_name,Malaria_cases_OPD
1/2/2022,Kabatwa CS,4
1/2/2022,Kabaya CS,7
1/2/2022,Kabaya DH,0
1/2/2022,Kabere CS,5
1/2/2022,Kabgayi CS,12
1/2/2022,Kabgayi DH,1
1/2/2022,Kabilizi CS,24
1/2/2022,Kabona CS,0
1/2/2022,Kabuga (karama Nyagatare) CS,6
1/2/2022,Kabuga (kicukiro) CS,57
1/2/2022,Kabuga (ntamba Kamonyi) CS,4
1/2/2022,Kabusunzu CS,4
1/2/2022,Kabutare DH,0
1/2/2022,Kabuye (kirehe) CS,0
1/2/2022,Kabuye CS,74
1/2/2022,Kacyiru CS,67
1/2/2022,Kacyiru DH,23
1/2/2022,Kaduha CS,163
1/2/2022,Kaduha DH,4
1/2/2022,Kageyo (gatsibo) CS,1
1/2/2022,Kageyo (Ngororero) CS,0
1/2/2022,Kageyo I (Kayonza Gahini) CS,19
1/2/2022,Kagitumba CS,30
1/2/2022,Kagugu CS,81
1/2/2022,Kairos CS,155
1/2/2022,Kajevuba CS,403
1/2/2022,Kamabuye CS,51
1/2/2022,Kamonyi (gacurabwenge) CS,33
1/2/2022,Kamonyi (ruharambuga) CS,5
1/2/2022,Kamubuga CS,5
1/2/2022,Kansi CS,49
1/2/2022,Kanyinya CS,140
1/2/2022,Karama (huye) CS,26
1/2/2022,Karama (Kamonyi) CS,3
1/2/2022,Karama (kayonza) CS,6
1/2/2022,Karambi (nyamasheke) CS,5
1/2/2022,Karambi (ruhango) CS,8
1/2/2022,Karambo (gakenke) CS,3
1/2/2022,Karambo (rubavu) CS,6
1/2/2022,Karangara CS,1
1/2/2022,Karangazi CS,100
1/2/2022,Kareba CS,0
1/2/2022,Karenge CS,2
1/2/2022,Karengera CS,30
1/2/2022,Karongi (gisunzu) Police CS,1
1/2/2022,Karora CS,94
1/2/2022,Karumbi CS,1
1/2/2022,Karwasa CS,4
1/2/2022,Katabagemu CS,2
1/2/2022,Kayanga CS,463
1/2/2022,Kayenzi CS,2
1/2/2022,Kayove CS,0
1/2/2022,Kayumbu CS,1
1/2/2022,Kibagabaga DH,9
1/2/2022,Kibayi CS,35
1/2/2022,Kibeho CS,29
1/2/2022,Kibilizi (gisagara) CS,11
1/2/2022,Kibilizi (nyanza) CS,14
1/2/2022,Kibilizi DH,1
1/2/2022,Kibingo (nyamasheke) CS,51
1/2/2022,Kibingo (rutsiro) CS,463
1/2/2022,Kibirizi (Nyamagabe) CS,286
1/2/2022,Kibogora CS,43
1/2/2022,Kibogora DH,0
1/2/2022,Kibondo CS,6
1/2/2022,Kibumbwe CS,94
1/2/2022,Kibungo CS,6
1/2/2022,Kibungo RH,0
1/2/2022,Kibuye CS,29
1/2/2022,Kibuye RH,1
1/2/2022,Kicukiro CS,94
1/2/2022,Kigarama CS,17
1/2/2022,Kigembe CS,78
1/2/2022,Kigeme CS,36
1/2/2022,Kigeme DH,3
1/2/2022,Kigeme Refugee Camp CS,6
1/2/2022,Kigese CS,51
1/2/2022,Kigina CS,4
1/2/2022,Kigogo CS,1
1/2/2022,Kigoma CS,2
1/2/2022,Kigufi CS,122
1/2/2022,Kimonyi CS,3
1/2/2022,Kinazi CS,20
1/2/2022,King Faisal Hospital HNR,0
1/2/2022,Kinigi CS,5
1/2/2022,Kinihira (rulindo) CS,4
1/2/2022,Kinihira (rutsiro) CS,3
1/2/2022,Kinihira PH,0
1/2/2022,Kinini CS,6
1/2/2022,Kinoni CS,5
1/2/2022,Kintobo CS,2
1/2/2022,Kinunu CS,22
1/2/2022,Kinyababa CS,8
1/2/2022,Kinyamakara CS,286
1/2/2022,Kinyinya CS,39
1/2/2022,Kirambi CS,91
1/2/2022,Kirambo (burera) CS,6
1/2/2022,Kirambo (gitesi) CS,6
1/2/2022,Kirarambogo CS,20
1/2/2022,Kirehe CS,3
1/2/2022,Kirehe DH,0
1/2/2022,Kirinda CS,20
1/2/2022,Kirinda DH,2
1/2/2022,Kirwa CS,0
1/2/2022,Kisaro CS,7
1/2/2022,Kitabi CS,5
1/2/2022,Kivu CS,3
1/2/2022,Kivumu (muhanga) CS,5
1/2/2022,Kivumu (rutsiro) CS,34
1/2/2022,Kivuye CS,8
1/2/2022,Kiyanza CS,309
1/2/2022,Kiziba Camp CS,8
1/2/2022,Kizibere CS,18
1/2/2022,Kiziguro (gatsibo) CS,4
1/2/2022,Kiziguro DH,1
1/2/2022,Kora CS,2
1/2/2022,La Médicale (Kwa Kanimba) CLIN,7
1/2/2022,Legacy Clin,16
1/2/2022,Mahama CS,11
1/2/2022,Mahama Refugee Camp CS,6
1/2/2022,Mahama Refugee Camp II CS,44
1/2/2022,Mahembe CS,18
1/2/2022,Manyagiro CS,4
1/2/2022,Maraba (huye) CS,62
1/2/2022,Maraba (nyaruguru) CS,81
1/2/2022,Mareba CS,2
1/2/2022,Marembo CS,0
1/2/2022,Masaka CS,36
1/2/2022,Masaka DH,2
1/2/2022,Mashesha CS,10
1/2/2022,Masoro CS,26
1/2/2022,Mata CS,2
1/2/2022,Mataba CS,146
1/2/2022,Matimba CS,60
1/2/2022,Matyazo CS,15
1/2/2022,Mayange (bugesera) CS,12
1/2/2022,Mbazi CS,7
1/2/2022,MBC Hospital,15
1/2/2022,Mbuga CS,14
1/2/2022,Mbuye CS,1
1/2/2022,Mibilizi CS,9
1/2/2022,Mibilizi DH,1
1/2/2022,Mimuri CS,0
1/2/2022,Minazi CS,18
1/2/2022,Miyove CS,4
1/2/2022,Mont Cyangugu CS,115
1/2/2022,Mpembe CS,87
1/2/2022,Mubuga CS,112
1/2/2022,Mucaca CS,9
1/2/2022,Mucubira CS,15
1/2/2022,Mudende CS,3
1/2/2022,Mugano CS,60
1/2/2022,Muganza CS,10
1/2/2022,Mugera CS,8
1/2/2022,Mugina CS,55
1/2/2022,Mugombwa CS,13
1/2/2022,Mugombwa Refugee Camp CS,5
1/2/2022,Mugonero CS,11
1/2/2022,Mugonero DH,1
1/2/2022,Muhambo CS,0
1/2/2022,Muhanga Prison,4
1/2/2022,Muhima CS,107
1/2/2022,Muhima DH,7
1/2/2022,Muhondo (gakenke) CS,33
1/2/2022,Muhondo (kageyo) CS,86
1/2/2022,Muhororo CS,8
1/2/2022,Muhororo DH,0
1/2/2022,Muhoza (Ruhengeri) CS,19
1/2/2022,Muhura CS,6
1/2/2022,Mukarange (Gicumbi) CS,0
1/2/2022,Mukarange CS,2
1/2/2022,Muko CS,3
1/2/2022,Mukoma (nyamasheke) CS,36
1/2/2022,Mukoma (ruhango) CS,7
1/2/2022,Mukono CS,1
1/2/2022,Mukungu CS,11
1/2/2022,Mukura (Huye) CS,125
1/2/2022,Mukura (Rutsiro) CS,3
1/2/2022,Mulindi (gicumbi) CS,4
1/2/2022,Mulindi (kirehe) CS,2
1/2/2022,Munanira CS,5
1/2/2022,Munini (nyaruguru) CS,106
1/2/2022,Munini DH,1
1/2/2022,Munyaga CS,2
1/2/2022,Munyiginya CS,2
1/2/2022,Munyinya CS,12
1/2/2022,Munzanga CS,32
1/2/2022,Muramba CS,5
1/2/2022,Murambi (Rutongo) CS,40
1/2/2022,Murambi (rwamagana) CS,1
1/2/2022,Murandi CS,3
1/2/2022,Murara CS,25
1/2/2022,Muremure CS,3
1/2/2022,Murunda CS,8
1/2/2022,Murunda DH,0
1/2/2022,Musambira CS,6
1/2/2022,Musango CS,1
1/2/2022,Musanze CS,0
1/2/2022,Musanze Prison,0
1/2/2022,Musasa CS,52
1/2/2022,Musaza CS,13
1/2/2022,Musebeya CS,3
1/2/2022,Musenyi (gicumbi) CS,56
1/2/2022,Musha (gisagara) CS,7
1/2/2022,Musha (rwamagana) CS,6
1/2/2022,Mushaka CS,26
1/2/2022,Mushikiri CS,1
1/2/2022,Mushishiro CS,10
1/2/2022,Mushongi CS,2
1/2/2022,Mushubati CS,132
1/2/2022,Mushubi CS,19
1/2/2022,Mutenderi CS,1
1/2/2022,Mututu CS,5
1/2/2022,Muyange CS,29
1/2/2022,Muyanza CS,21
1/2/2022,Muyongwe CS,36
1/2/2022,Muyumbu CS,14
1/2/2022,Muyunzwe CS,16
1/2/2022,Mwendo (Gitwe) CS,2
1/2/2022,Mwendo (karongi) CS,4
1/2/2022,Mwendo (nyarugenge) CS,199
1/2/2022,Mweya CS,10
1/2/2022,Mwezi CS,4
1/2/2022,Mwiyanike CS,3
1/2/2022,Mwogo CS,3
1/2/2022,Nasho CS,4
1/2/2022,Ndama (nyagatare) CS,108
1/2/2022,Ndego CS,20
1/2/2022,Ndongozi CS,1
1/2/2022,Nduba CS,50
1/2/2022,Nemba CS,4
1/2/2022,Nemba DH,0
1/2/2022,Ngange CS,16
1/2/2022,Nganzo CS,10
1/2/2022,Ngara CS,64
1/2/2022,Ngarama CS,0
1/2/2022,Ngarama DH,0
1/2/2022,Ngera CS,168
1/2/2022,Ngeruka CS,13
1/2/2022,Ngoma CS,301
1/2/2022,Ngoma Prison,0
1/2/2022,Nkanka CS,11
1/2/2022,Nkombo CS,22
1/2/2022,Nkungu CS,0
1/2/2022,Ntaganzwa CS,8
1/2/2022,Ntarama CS,62
1/2/2022,Ntaruka (kinoni Burera) CS,5
1/2/2022,Ntaruka (nasho Kirehe) CS,3
1/2/2022,Ntobwe CS,21
1/2/2022,Ntoma CS,28
1/2/2022,Ntyazo CS,6
1/2/2022,Nyabikenke CS,41
1/2/2022,Nyabimata CS,20
1/2/2022,Nyabinoni CS,0
1/2/2022,Nyabinyenga CS,2
1/2/2022,Nyabirasi CS,0
1/2/2022,Nyabitare (kirehe) CS,1
1/2/2022,Nyabitimbo CS,11
1/2/2022,Nyacyonga CS,60
1/2/2022,Nyagahanga CS,5
1/2/2022,Nyagahita CS,5
1/2/2022,Nyagasambu CS,90
1/2/2022,Nyagatare CS,19
1/2/2022,Nyagatare DH,4
1/2/2022,Nyagatare Prison,0
1/2/2022,Nyagihamba CS,7
1/2/2022,Nyagihanga CS,1
1/2/2022,Nyakabungo CS,3
1/2/2022,Nyakabuye CS,11
1/2/2022,Nyakaliro CS,6
1/2/2022,Nyakarenzo CS,139
1/2/2022,Nyakigando (Nyagatare) CS,16
1/2/2022,Nyakigezi CS,3
1/2/2022,Nyakiliba CS,0
1/2/2022,Nyakinama CS,78
1/2/2022,Nyakiriba CS,1
1/2/2022,Nyamagabe CS,329
1/2/2022,Nyamagabe Prison,1
1/2/2022,Nyamasheke CS,143
1/2/2022,Nyamata CS,79
1/2/2022,Nyamata DH,2
1/2/2022,Nyamirama CS,6
1/2/2022,Nyamiyaga (Gicumbi) CS,4
1/2/2022,Nyamiyaga (Kamonyi) CS,62
1/2/2022,Nyamiyaga (Nyanza) CS,10
1/2/2022,Nyamugali CS,3
1/2/2022,Nyamure CS,8
1/2/2022,Nyamyumba CS,11
1/2/2022,Nyange (Musanze) CS,1
1/2/2022,Nyange (ruli) CS,50
1/2/2022,Nyange A CS,139
1/2/2022,Nyange B CS,278
1/2/2022,Nyange CS,1
1/2/2022,Nyantanga CS,565
1/2/2022,Nyanza CS,1
1/2/2022,Nyanza DH,0
1/2/2022,Nyanza Prison,0
1/2/2022,Nyarubuye (kirehe) CS,3
1/2/2022,Nyarugenge CS,142
1/2/2022,Nyarugenge Prison,0
1/2/2022,Nyarugunga CS,91
1/2/2022,Nyarurama CS,1
1/2/2022,Nyarurema CS,3
1/2/2022,Nyarurenzi CS,30
1/2/2022,Nyarusange (muhanga) CS,12
1/2/2022,Nyarusange (nyanza) CS,5
1/2/2022,Nyarusiza CS,229
1/2/2022,Nyarwungo CS,19
1/2/2022,Nyundo (gakenke) CS,74
1/2/2022,Nyundo (rubavu) CS,12
1/2/2022,Nzangwa CS,66
1/2/2022,Nzige CS,1
1/2/2022,Polyclin Saint Jean CLIN,9
1/2/2022,Polyclinique de l'Etoile,13
1/2/2022,Polyclinique Familiale Clin,36
1/2/2022,Polyclinique Medico Sociale,9
1/2/2022,Ramba CS,2
1/2/2022,Rambura CS,6
1/2/2022,Rangiro CS,3
1/2/2022,Rango CS,4
1/2/2022,Remera-mbogo CS,7
1/2/2022,Remera (Gasabo) CS,55
1/2/2022,Remera (Ngoma) CS,3
1/2/2022,Remera Rukoma CS,13
1/2/2022,Remera Rukoma DH,0
1/2/2022,Rilima CS,1
1/2/2022,Rubavu Prison,0
1/2/2022,Rubaya (gicumbi) CS,1
1/2/2022,Rubaya (ngororera) CS,2
1/2/2022,Rubengera CS,23
1/2/2022,Rubona (huye) CS,10
1/2/2022,Rubona (ngoma) CS,1
1/2/2022,Rubona (ngororera) CS,41
1/2/2022,Rubona (rwamagana) CS,0
1/2/2022,Rubungo CS,129
1/2/2022,Rufungo CS,6
1/2/2022,Rugabano CS,1
1/2/2022,Rugarama (gatsibo) CS,7
1/2/2022,Rugarama (nyarugenge) CS,39
1/2/2022,Rugarama CS,4
1/2/2022,Rugege CS,3
1/2/2022,Rugendabali CS,10
1/2/2022,Ruhango (RONGI) HP,4
1/2/2022,Ruhango CS,13
1/2/2022,Ruhango PH,0
1/2/2022,Ruhashya CS,9
1/2/2022,Ruhenda CS,3
1/2/2022,Ruhengeri RH,3
1/2/2022,Ruheru (kanjongo Nyamasheke) CS,2
1/2/2022,Ruheru CS,3
1/2/2022,Ruhombo CS,2
1/2/2022,Ruhuha CS,12
1/2/2022,Ruhunda CS,0
1/2/2022,Ruhunde CS,1
1/2/2022,Rukara CS,7
1/2/2022,Rukira CS,2
1/2/2022,Rukoma Sake CS,1
1/2/2022,Rukomo CS,4
1/2/2022,Rukozo CS,3
1/2/2022,Rukumberi CS,1
1/2/2022,Rukura CS,4
1/2/2022,Ruli CS,54
1/2/2022,Ruli DH,0
1/2/2022,Rulindo CS,2
1/2/2022,Runyombyi CS,106
1/2/2022,Ruramba CS,67
1/2/2022,Ruramira CS,3
1/2/2022,Rurembo CS,1
1/2/2022,Rurenge CS,5
1/2/2022,Rusasa CS,2
1/2/2022,Rusatira-kinazi CS,4
1/2/2022,Rushaki CS,1
1/2/2022,Rushashi CS,1
1/2/2022,Rusizi Prison,3
1/2/2022,Rusoro CS,12
1/2/2022,Rusumo CS,3
1/2/2022,Rususa CS,26
1/2/2022,Rutake CS,1
1/2/2022,Rutare (Gicumbi) CS,69
1/2/2022,Rutare (kayonza) CS,7
1/2/2022,Rutenderi CS,2
1/2/2022,Rutobwe CS,10
1/2/2022,Rutonde CS,18
1/2/2022,Rutongo DH,2
1/2/2022,Rutsiro CS,1
1/2/2022,Ruvune CS,3
1/2/2022,Ruyenzi CS,1
1/2/2022,Rwahi CS,29
1/2/2022,Rwamagana CS,5
1/2/2022,Rwamagana PH,0
1/2/2022,Rwamagana Prison,5
1/2/2022,Rwampara CS,96
1/2/2022,Rwanda Military Hospital,0
1/2/2022,Rwanda Women's Network CS,34
1/2/2022,Rwaniro CS,631
1/2/2022,Rwankeri CS,1
1/2/2022,Rwankuba CS,35
1/2/2022,Rwantonde CS,6
1/2/2022,Rwaza CS,40
1/2/2022,Rwempasha CS,61
1/2/2022,Rwerere CS,6
1/2/2022,Rwesero CS,60
1/2/2022,Rwimbogo CS,172
1/2/2022,Rwimitereri CS,4
1/2/2022,Rwinkwavu CS,8
1/2/2022,Rwinkwavu DH,0
1/2/2022,Rwinzuki CS,104
1/2/2022,Ryamanyoni CS,7
1/2/2022,Saint Therese (Rwamagana) Clin,0
1/2/2022,Salem Clin,7
1/2/2022,Sangaza CS,0
1/2/2022,Save CS,0
1/2/2022,Shaba (nyamagabe) CS,8
1/2/2022,Shagasha CS,4
1/2/2022,Shingiro CS,1
1/2/2022,Shyira CS,0
1/2/2022,Shyira DH,1
1/2/2022,Shyogwe CS,19
1/2/2022,Shyorongi CS,13
1/2/2022,Simbi CS,9
1/2/2022,Solace Ministries CS,207
1/2/2022,Sovu (Huye) CS,19
1/2/2022,Sovu (Ngororero) CS,3
1/2/2022,St. Francois Rusizi CS,69
1/2/2022,Tabagwe CS,44
1/2/2022,Tanda CS,656
1/2/2022,Tare CS,2
1/2/2022,Tumba CS,3
1/2/2022,Uwinkingi CS,14
1/2/2022,WE ACT For Hope Clin,0
1/2/2022,Yove CS,1
1/2/2022,Zaza CS,0
1/3/2022,Agahabwa CS,131
1/3/2022,Arusha CS,1
1/3/2022,Avega Clinic,0
1/3/2022,Avega Rwamagana CS,8
1/3/2022,Bethsaida CS,57
1/3/2022,Bien Naitre CLIN,2
1/3/2022,Bigogwe CS,0
1/3/2022,Bigugu CS,1
1/3/2022,Biguhu CS,4
1/3/2022,Birambo CS,6
1/3/2022,Birembo CS,5
1/3/2022,Biruyi CS,4
1/3/2022,Biryogo CS,54
1/3/2022,Bisate CS,0
1/3/2022,Bisesero (karongi) CS,3
1/3/2022,Bitenga CS,1
1/3/2022,Bubangu CS,7
1/3/2022,Bubazi CS,0
1/3/2022,Bugaragara CS,94
1/3/2022,Bugarama (rusizi) CS,37
1/3/2022,Bugarura CS,2
1/3/2022,Bugesera Prison,0
1/3/2022,Bugeshi CS,12
1/3/2022,Buhabwa CS,7
1/3/2022,Bukora CS,20
1/3/2022,Bumbogo (ex-Gikomero I) CS,428
1/3/2022,Bungwe (burera) CS,17
1/3/2022,Buramba CS,4
1/3/2022,Burega CS,17
1/3/2022,Buruhukiro CS,2
1/3/2022,Busanza CS,93
1/3/2022,Busasamana CS,18
1/3/2022,Busengo CS,3
1/3/2022,Bushara CS,2
1/3/2022,Bushenge CS,3
1/3/2022,Bushenge PH,0
1/3/2022,Bushoka CS,4
1/3/2022,Busigari CS,18
1/3/2022,Busogo CS,0
1/3/2022,Busoro-gishamvu CS,125
1/3/2022,Busoro CS,38
1/3/2022,Butamwa CS,7
1/3/2022,Butare Chu Hnr (huye),0
1/3/2022,Butaro CS,19
1/3/2022,Butaro DH,0
1/3/2022,Buyoga CS,3
1/3/2022,Bweyeye CS,8
1/3/2022,Bwisige CS,0
1/3/2022,Byahi (rubavu) CS,119
1/3/2022,Byimana CS,7
1/3/2022,Byumba CS,4
1/3/2022,Byumba DH,0
1/3/2022,Camp Nyabiheke CS,9
1/3/2022,Caraes Ndera Hnr,0
1/3/2022,Carrefour CLIN,3
1/3/2022,Centre Médical BAHO,0
1/3/2022,CHK(CHUK) HNR,0
1/3/2022,Coko (ruli) CS,2
1/3/2022,Coko CS,488
1/3/2022,Cor-unum CS,211
1/3/2022,Crete Congo Nil CS,7
1/3/2022,CUSP Butare CS,5
1/3/2022,Cyabayaga CS,4
1/3/2022,Cyabingo CS,19
1/3/2022,Cyahinda CS,46
1/3/2022,Cyanika (burera) CS,10
1/3/2022,Cyanika (nyamagabe) CS,224
1/3/2022,Cyaratsi CS,0
1/3/2022,Cyarubare CS,10
1/3/2022,Cyeru CS,21
1/3/2022,Cyimbili CS,22
1/3/2022,Cyivugiza (Nyamasheke) CS,1
1/3/2022,Cyondo CS,1
1/3/2022,Cyumba CS,2
1/3/2022,Dream Medical Center Hospital,0
1/3/2022,Gacuba Ii CS,24
1/3/2022,Gahanga CS,44
1/3/2022,Gahara CS,10
1/3/2022,Gahengeri CS,3
1/3/2022,Gahini CS,5
1/3/2022,Gahini DH,0
1/3/2022,Gahombo CS,14
1/3/2022,Gahunga CS,4
1/3/2022,Gakamba CS,1
1/3/2022,Gakenke CS,4
1/3/2022,Gakoma CS,35
1/3/2022,Gakoma DH,0
1/3/2022,Gakurazo CS,8
1/3/2022,Galien Clin,27
1/3/2022,Gasagara (ex-birehe) CS,104
1/3/2022,Gasange CS,143
1/3/2022,Gasetsa CS,0
1/3/2022,Gashaki CS,5
1/3/2022,Gashanda CS,2
1/3/2022,Gashongora CS,3
1/3/2022,Gashonyi CS,40
1/3/2022,Gashora CS,3
1/3/2022,Gashubi CS,0
1/3/2022,Gasiza (musanze) CS,1
1/3/2022,Gasovu CS,12
1/3/2022,Gatagara (Nyanza) CS,2
1/3/2022,Gataraga (MUSANZE) CS,14
1/3/2022,Gatare (macuba) CS,19
1/3/2022,Gatare (twumba) CS,3
1/3/2022,Gatebe CS,7
1/3/2022,Gatenga CS,13
1/3/2022,Gatonde CS,5
1/3/2022,Gatonde DH,0
1/3/2022,Gatsata CS,62
1/3/2022,Gatsibo CS,5
1/3/2022,Gatunda DH,0
1/3/2022,Gicumbi Prison,0
1/3/2022,Gihara CS,27
1/3/2022,Giheke CS,0
1/3/2022,Gihinga CS,9
1/3/2022,Gihogwe CS,23
1/3/2022,Gihundwe CS,8
1/3/2022,Gihundwe DH,1
1/3/2022,Gikomero (Kabgayi) CS,17
1/3/2022,Gikomero II CS,511
1/3/2022,Gikondo CS,71
1/3/2022,Gikonko (Gisagara) CS,7
1/3/2022,Gikore CS,44
1/3/2022,Gikundamvura CS,59
1/3/2022,Gisagara CS,2
1/3/2022,Gisakura CS,2
1/3/2022,Gisenyi CS,14
1/3/2022,Gisenyi DH,1
1/3/2022,Gishari(Police) CS,13
1/3/2022,Gishubi CS,28
1/3/2022,Gishweru CS,3
1/3/2022,Gisiza CS,2
1/3/2022,Gisovu CS,1
1/3/2022,Gitarama CS,17
1/3/2022,Gitare CS,0
1/3/2022,Gitega (kibangu) CS,16
1/3/2022,Giti CS,648
1/3/2022,Gitoki CS,2
1/3/2022,Gituku CS,0
1/3/2022,Gituza CS,0
1/3/2022,Gitwe CS,1
1/3/2022,Gitwe DH,0
1/3/2022,Hanika (nyamasheke) CS,26
1/3/2022,Hanika I (NYANZA) CS,5
1/3/2022,Hopital Croix du Sud,0
1/3/2022,Horebu Medical Clin,4
1/3/2022,Humure CS,0
1/3/2022,Huye Police CS,10
1/3/2022,Huye Prison,2
1/3/2022,Igihozo Medical Clin,0
1/3/2022,Islamic (Bugarama) CS,192
1/3/2022,Jali CS,4
1/3/2022,Janja CS,4
1/3/2022,Jarama CS,4
1/3/2022,Jenda (nyamagabe) CS,409
1/3/2022,Jomba CS,4
1/3/2022,Juru CS,1
1/3/2022,Kabari (Rubavu) CS,0
1/3/2022,Kabarondo (kayonza) CS,5
1/3/2022,Kabarore CS,42
1/3/2022,Kabatwa CS,2
1/3/2022,Kabaya CS,5
1/3/2022,Kabaya DH,0
1/3/2022,Kabere CS,0
1/3/2022,Kabgayi CS,15
1/3/2022,Kabgayi DH,1
1/3/2022,Kabilizi CS,49
1/3/2022,Kabona CS,0
1/3/2022,Kabuga (karama Nyagatare) CS,2
1/3/2022,Kabuga (kicukiro) CS,47
1/3/2022,Kabuga (ntamba Kamonyi) CS,1
1/3/2022,Kabusunzu CS,7
1/3/2022,Kabutare DH,0
1/3/2022,Kabuye (kirehe) CS,3
1/3/2022,Kabuye CS,111
1/3/2022,Kacyiru CS,100
1/3/2022,Kacyiru DH,23
1/3/2022,Kaduha CS,52
1/3/2022,Kaduha DH,1
1/3/2022,Kageyo (gatsibo) CS,0
1/3/2022,Kageyo (Ngororero) CS,2
1/3/2022,Kageyo I (Kayonza Gahini) CS,7
1/3/2022,Kagitumba CS,5
1/3/2022,Kagugu CS,85
1/3/2022,Kairos CS,155
1/3/2022,Kajevuba CS,425
1/3/2022,Kamabuye CS,49
1/3/2022,Kamonyi (gacurabwenge) CS,45
1/3/2022,Kamonyi (ruharambuga) CS,10
1/3/2022,Kamubuga CS,7
1/3/2022,Kansi CS,15
1/3/2022,Kanyinya CS,23
1/3/2022,Karama (huye) CS,21
1/3/2022,Karama (Kamonyi) CS,6
1/3/2022,Karama (kayonza) CS,11
1/3/2022,Karambi (nyamasheke) CS,1
1/3/2022,Karambi (ruhango) CS,2
1/3/2022,Karambo (gakenke) CS,4
1/3/2022,Karambo (rubavu) CS,7
1/3/2022,Karangara CS,0
1/3/2022,Karangazi CS,54
1/3/2022,Kareba CS,1
1/3/2022,Karenge CS,1
1/3/2022,Karengera CS,15
1/3/2022,Karongi (gisunzu) Police CS,4
1/3/2022,Karora CS,74
1/3/2022,Karumbi CS,1
1/3/2022,Karwasa CS,4
1/3/2022,Katabagemu CS,1
1/3/2022,Kayanga CS,483
1/3/2022,Kayenzi CS,4
1/3/2022,Kayove CS,3
1/3/2022,Kayumbu CS,21
1/3/2022,Kibagabaga DH,0
1/3/2022,Kibayi CS,21
1/3/2022,Kibeho CS,22
1/3/2022,Kibilizi (gisagara) CS,6
1/3/2022,Kibilizi (nyanza) CS,22
1/3/2022,Kibilizi DH,0
1/3/2022,Kibingo (nyamasheke) CS,50
1/3/2022,Kibingo (rutsiro) CS,576
1/3/2022,Kibirizi (Nyamagabe) CS,265
1/3/2022,Kibogora CS,18
1/3/2022,Kibogora DH,0
1/3/2022,Kibondo CS,4
1/3/2022,Kibumbwe CS,53
1/3/2022,Kibungo CS,9
1/3/2022,Kibungo RH,1
1/3/2022,Kibuye CS,40
1/3/2022,Kibuye RH,0
1/3/2022,Kicukiro CS,111
1/3/2022,Kigarama CS,13
1/3/2022,Kigembe CS,83
1/3/2022,Kigeme CS,28
1/3/2022,Kigeme DH,3
1/3/2022,Kigeme Refugee Camp CS,6
1/3/2022,Kigese CS,47
1/3/2022,Kigina CS,8
1/3/2022,Kigogo CS,5
1/3/2022,Kigoma CS,2
1/3/2022,Kigufi CS,78
1/3/2022,Kimonyi CS,1
1/3/2022,Kinazi CS,59
1/3/2022,King Faisal Hospital HNR,0
1/3/2022,Kinigi CS,2
1/3/2022,Kinihira (rulindo) CS,4
1/3/2022,Kinihira (rutsiro) CS,1
1/3/2022,Kinihira PH,0
1/3/2022,Kinini CS,5
1/3/2022,Kinoni CS,5
1/3/2022,Kintobo CS,19
1/3/2022,Kinunu CS,34
1/3/2022,Kinyababa CS,1
1/3/2022,Kinyamakara CS,237
1/3/2022,Kinyinya CS,49
1/3/2022,Kirambi CS,80
1/3/2022,Kirambo (burera) CS,8
1/3/2022,Kirambo (gitesi) CS,1
1/3/2022,Kirarambogo CS,6
1/3/2022,Kirehe CS,3
1/3/2022,Kirehe DH,1
1/3/2022,Kirinda CS,22
1/3/2022,Kirinda DH,0
1/3/2022,Kirwa CS,2
1/3/2022,Kisaro CS,14
1/3/2022,Kitabi CS,6
1/3/2022,Kivu CS,3
1/3/2022,Kivumu (muhanga) CS,3
1/3/2022,Kivumu (rutsiro) CS,25
1/3/2022,Kivuye CS,7
1/3/2022,Kiyanza CS,253
1/3/2022,Kiziba Camp CS,6
1/3/2022,Kizibere CS,3
1/3/2022,Kiziguro (gatsibo) CS,2
1/3/2022,Kiziguro DH,1
1/3/2022,Kora CS,1
1/3/2022,La Médicale (Kwa Kanimba) CLIN,13
1/3/2022,Legacy Clin,0
1/3/2022,Mahama CS,1
1/3/2022,Mahama Refugee Camp CS,9
1/3/2022,Mahama Refugee Camp II CS,40
1/3/2022,Mahembe CS,8
1/3/2022,Manyagiro CS,13
1/3/2022,Maraba (huye) CS,28
1/3/2022,Maraba (nyaruguru) CS,46
1/3/2022,Mareba CS,0
1/3/2022,Marembo CS,1
1/3/2022,Masaka CS,65
1/3/2022,Masaka DH,2
1/3/2022,Mashesha CS,7
1/3/2022,Masoro CS,36
1/3/2022,Mata CS,12
1/3/2022,Mataba CS,57
1/3/2022,Matimba CS,24
1/3/2022,Matyazo CS,7
1/3/2022,Mayange (bugesera) CS,9
1/3/2022,Mbazi CS,4
1/3/2022,MBC Hospital,15
1/3/2022,Mbuga CS,7
1/3/2022,Mbuye CS,2
1/3/2022,Mibilizi CS,15
1/3/2022,Mibilizi DH,0
1/3/2022,Mimuri CS,2
1/3/2022,Minazi CS,7
1/3/2022,Miyove CS,9
1/3/2022,Mont Cyangugu CS,68
1/3/2022,Mpembe CS,46
1/3/2022,Mubuga CS,63
1/3/2022,Mucaca CS,14
1/3/2022,Mucubira CS,4
1/3/2022,Mudende CS,3
1/3/2022,Mugano CS,54
1/3/2022,Muganza CS,3
1/3/2022,Mugera CS,0
1/3/2022,Mugina CS,30
1/3/2022,Mugombwa CS,3
